Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Ashanti,Ahafo-Ano South,Pokukrom Health Centre,Health Centre,Pokukrom,Government,7.00378,-1.95239
Ashanti,Asante-Akim North Municipal,Praaso Health Centre,Health Centre,Praaso,Government,6.51556,-1.26672
Ashanti,Offinso Municipal,Quality Care Clinic,Clinic,Offinso Adikuro,Private,6.950189999999999,-1.6726299999999998
Ashanti,Ejisu-Juaben Municipal,Queen Victoria Maternity Home and Clinic,Maternity Home,Serwaa Akura,Private,6.72345,-1.47869
Ashanti,Obuasi Municipal,Redemption Bible Way Clinic and Laboratory,Clinic,Rams Hill,Private,6.20121,-1.66393
Ashanti,Amansie West,Resolute Amansie,Clinic,Manso Nkran,Quasi-Government,6.3457099999999995,-1.9897900000000002
Ashanti,Ejisu-Juaben Municipal,Rev. Walker Medical Centre,Clinic,Kokobra,Private,6.713939999999999,-1.5219200000000002
Ashanti,Asante-Akim South,Rose Maternity Home,Maternity Home,Obogu,Private,6.52025,-1.12042
Ashanti,Ahafo-Ano South,Sabronum  Health Centre,Health Centre,Sabronum,Government,7.088089999999999,-1.89095
Ashanti,Sekyere South,Sacred Heart Maternity Clinic,Clinic,Bepoase,CHAG,7.086760000000001,-1.55514
Ashanti,Atwima-Mponua,Saakrom Health Centre,Health Centre,Saakrom,Government,6.758710000000001,-2.02993
Ashanti,Sekyere South,Salvation Army Clinic,Hospital,Wiamoase,CHAG,7.05213,-1.52521
Ashanti,Mampong Municipal,SDA Clinic Apaa,Clinic,Apaa,CHAG,6.970860000000001,-1.44302
Ashanti,Bekwai Municipal,SDA Hospital,Hospital,Dominase,CHAG,6.3104,-1.3911
Ashanti,Ejisu-Juaben Municipal,SDA Hospital,Hospital,Onwe,CHAG,6.68001,-1.5416100000000001
Ashanti,Sekyere South,SDA Hospital Asamang,Hospital,Asamang,CHAG,7.05322,-1.5096399999999999
Ashanti,Sekyere South,SDA Hospital Wiamoase,Hospital,Wiamose,CHAG,6.90258,-1.43311
Ashanti,Ejura Sekyeredumasi,Sekyedumase Health Centre,Health Centre,Sekyedumase Health Centre,Government,7.31352,-1.57912
Ashanti,Sekyere East,Sekyere Health Centre,Health Centre,Sekyere,Government,6.92692,-1.37465
Ashanti,Sekyere East,Sekyere Methodist Clinic,Clinic,Sekyere,CHAG,6.9264600000000005,-1.37494
Ashanti,Sekyere East,Senchie Methodist Clinic,Clinic,Senkyi,CHAG,6.80818,-1.32507
Ashanti,Amansie West,Shalom Clinic,Health Centre,Watreso,CHAG,6.2535099999999995,-1.9179700000000002
Ashanti,Bekwai Municipal,Shalom Methodist Clinic,Clinic,Nsuaem 2,CHAG,6.36494,-1.36645
Ashanti,Adansi South,Sikaman Health Centre,Health Centre,Sikaman,Government,6.11499,-1.58045
Ashanti,Mampong Municipal,Sister Philipa Maternity Home,Maternity Home,Mampong Kokoase,Private,7.05921,-1.39703
Ashanti,Atwima-Mponua,Sreso Tinpom Health Centre,Health Centre,Sreso Tinpom,Government,6.62201,-2.30317
Ashanti,Sekyere East,St Luke Clinic,Clinic,Seniagya,CHAG,6.797739999999999,-1.32026
Ashanti,Ejisu-Juaben Municipal,St. Annes Maternity Clinic,Clinic,Donyina,CHAG,6.639939999999999,-1.4978200000000002
Ashanti,Ahafo-Ano South,St. Anns Maternity Home,Maternity Home,Essibey Nkwata,Private,6.84578,-1.76006
Ashanti,Ejura Sekyeredumasi,St. Anthony Maternity Clinic,Maternity Home,Anyinasu,Government,7.226430000000001,-1.5801100000000001
Ashanti,Ahafo-Ano South,St. Edwards Clinic,Health Centre,Adwinyama,CHAG,6.880139999999999,-1.87428
Ashanti,Ahafo-Ano South,St. Johns Clinic,Health Centre,Domeabra,CHAG,6.87183,-2.05678
Ashanti,Kwabre,St. Joseph's Clinic.,Clinic,Abira,CHAG,6.77928,-1.49126
Ashanti,Obuasi Municipal,St. Jude Hospital  Ltd.,Hospital,Bedieso-Obuasi,Private,6.20723,-1.68137
Ashanti,Ejura Sekyeredumasi,St. Luke Hospital Kasei,Hospital,Kasei,CHAG,7.53953,-1.34637
Ashanti,Amansie West,St. Martin's  Hospital,Hospital,Agroyesum,CHAG,6.41337,-1.8815400000000002
Ashanti,Amansie West,St. Martin's Catholic Clinic,Clinic,Abuoso,CHAG,6.31346,-2.10902
Ashanti,Bekwai Municipal,St. Mary's Clinic,Clinic,Yapesa,CHAG,6.45121,-1.36836
Ashanti,Ahafo-Ano South,St. Michael Clinic,Clinic,Dwenwoho,Private,6.85935,-1.75623
Ashanti,Atwima-Nwabiagya,St. Micheal Maternity Home,Maternity Home,Achiase,Private,7.0,-2.0
Ashanti,Offinso Municipal,St. Patricks Hospital,Hospital,Offinso,CHAG,6.93135,-1.68167
Ashanti,Atwima-Mponua,St. Peters Clinic,Clinic,Ntobroso,CHAG,6.5351099999999995,-2.04218
Ashanti,Amansie Central,St. Peters' Hospital,Hospital,Jacobu,CHAG,6.34331,-1.6666900000000002
Ashanti,Bekwai Municipal,St. Stephen's Clinic,Clinic,Huntade,Private,6.4804,-1.4951
Ashanti,Afigya-Kwabre,St. Theresa's Maternity Home,Maternity Home,Atimatim,Private,6.76359,-1.61093
Ashanti,Amansie Central,St. Thomas General and Maternity Clinic,Clinic,Hia,CHAG,6.2080400000000004,-1.7764900000000001
Ashanti,Sekyere Afram Plains,St. Vincent Clinic,Clinic,Drobonso,CHAG,7.00714,-1.12747
Ashanti,Ahafo-Ano North,Subriso Health Centre,Health Centre,Subriso,Government,6.81613,-2.2667599999999997
Ashanti,Ejisu-Juaben Municipal,Super Care Hospital,Hospital,Krapa-Ejisu,Private,6.72023,-1.48104
Ashanti,Atwima-Mponua,Tano-Odumasi Health Centre,Health Centre,Tano-Odumasi,CHAG,6.49705,-2.39662
Ashanti,Ahafo-Ano North,Tepa District Hospital,District Hospital,Tepa,Government,6.99966,-2.16102
Ashanti,Afigya-Kwabre,Tetrem Health Centre,Health Centre,Tetrem,Government,7.0374300000000005,-1.63735
Ashanti,Obuasi Municipal,The Queens Maternity Home,Maternity Home,New Estate-Obuasi,Private,6.2076199999999995,-1.6723299999999999
Ashanti,Ejisu-Juaben Municipal,Tikrom Clinic,Clinic,Tikrom,Government,6.73154,-1.51337
Ashanti,Bekwai Municipal,Tinkwamah Maternity Home,Maternity Home,Amoaful,Private,6.45139,-1.5653700000000002
Ashanti,Atwima-Nwabiagya,Toase Clinic,Clinic,Toase,Private,7.0,-2.0
Ashanti,Atwima-Kwanwoma,Trabuom Health Centre,Health Centre,Trabuom,Government,6.61142,-1.76252
Ashanti,Atwima-Kwanwoma,Trede Health Centre,Health Centre,Trede,Government,6.57803,-1.6685900000000002
Ashanti,Obuasi Municipal,Twumwaa Maternity Home,Maternity Home,Brahabebome,Private,6.192769999999999,-1.62455
Ashanti,Atwima-Mponua,Victory Christ Maternity Home,Maternity Home,Mpasatia,Private,6.658360000000001,-1.84223
Ashanti,Obuasi Municipal,Watt 250 Maternity  Home,Maternity Home,Kwabrafoso,Private,6.19917,-1.65556
Ashanti,Sekyere Afram Plains,Westphalian Hospital Complex,Hospital,Oyoko,Private,6.86802,-1.39049
Ashanti,Sekyere South,Wiamoase Clinic,Clinic,Wiamoase,Private,7.052639999999999,-1.50265
Ashanti,Adansi North,Wioso Health Centre,Health Centre,Wioso,Government,6.28179,-1.66127
Ashanti,Ahafo-Ano South,Wioso Methodist Clinic,Clinic,Wioso,CHAG,6.955830000000001,-2.00654
Ashanti,Kwabre,Wonoo Health Centre,Health Centre,Sakora Wonoo,Government,6.797510000000001,-1.50148
Ashanti,Sekyere Afram Plains,Woraso Health Centre,Health Centre,Woraso,Government,6.876360000000001,-1.2765799999999998
Ashanti,Ejisu-Juaben Municipal,Yaa Asantewaa Maternity Clinic,Maternity Home,Ejisu,Private,6.72505,-1.4699799999999998
Ashanti,Ejura Sekyeredumasi,Zambrama Community Clinic,Clinic,Zambrama,Government,7.52022,-1.42013
Ashanti,Asante-Akim North Municipal,Agogo Nurses Training Coll,Training Institution,Agogo,Government,,
Ashanti,Offinso Municipal,Offinso Nurses/Midwifery Training School,Training Institution,Offinso,Government,,
Ashanti,Adansi North,Fomena Community Health Nurses Training School,Training Institution,Fomena,Government,,
Ashanti,Bekwai Municipal,Kokofu Health Assistants Training School,Training Institution,Kokofu,Government,,
Ashanti,Ahafo-Ano North,Tepa Health Assistants Training School,Training Institution,Tepa,Government,,
Ashanti,Asante-Akim South,Juaso SABS Hospital,Hospital,Juaso,Private,,
Ashanti,Asante-Akim South,Pra River Apostolic Clinic,Clinic,Pra River,CHAG,,
Ashanti,Atwima-Nwabiagya,Abuakwa Madonna Health Centre,Health Centre,Abuakwa,Government,,
Ashanti,Atwima-Nwabiagya,Nkawie Clinic,Clinic,Nkawie,Private,,
Ashanti,Atwima-Nwabiagya,Achiase Nyama Maternity Home,Maternity Home,Achiase,Private,,
Ashanti,Atwima-Nwabiagya,Nerebehi Health Centre,Health Centre,Nerebehi,Government,,
Ashanti,Atwima-Mponua,Anyinamso Maternity Home,Maternity Home,Anyinamso,Private,,
Ashanti,Atwima-Mponua,Mpasatia Health Centre,Health Centre,Mpasatia,Government,,
Ashanti,Atwima-Mponua,Kotokuom Health Centre,Health Centre,Kotokuom,Government,,
Ashanti,Ejura Sekyeredumasi,Anyinasu SDA Clinic,Clinic,Anyinaso,CHAG,,
Ashanti,Ahafo-Ano North, Ante Amma Maternity Home,Maternity Home,Abonsuaso,Private,,
Ashanti,Ahafo-Ano North, Adom Nyame Clinic,Clinic,Abonsuaso,Private,,
Ashanti,Ahafo-Ano North,Janet Maternity Home,Maternity Home,Anyinasuso,Private,,
Ashanti,Mampong Municipal,Mampong Municipal Health Directorate,Municipal Health Directorate,Mampong,Government,,
Ashanti,Mampong Municipal,Mampong Midwifery Training School,Training Institution,Mampong,Government,7.02345,-1.2359799999999999
Ashanti,Mampong Municipal,Mampong Health Assistants Training School,Training Institution,Mampong,Government,7.023210000000001,-0.23593000000000003
Ashanti,Mampong Municipal,Mampong Government Hospital,Hospital,Mampong,Government,,
Ashanti,Mampong Municipal,Mampong Phillipa  Maternity Home,Clinic,Mampong,Private,,
Ashanti,Mampong Municipal,Mampong Nadaworoma Maternity Home,Clinic,Mampong,Private,,
Ashanti,Mampong Municipal,Adidwan Health Centre,Health Centre,Adidwan,Government,7.15067,-0.24101999999999998
Ashanti,Mampong Municipal,Mampong Quality Hospital,Hospital,Mampong,Private,,
Ashanti,Mampong Municipal,Apaa Sda Clinic,Clinic,Apaa,CHAG,,
Ashanti,Kwabre,Asonomaso Government Hospital,District Hospital,Asonamaso,Government,6.80162,-1.5137399999999999
Ashanti,Afigya-Kwabre,Atimatim osei Yeboah Clinic,Clinic,Atimatim,Private,,
Ashanti,Kwabre,Ahwiaa Maame Rose Maternity ,Clinic,Ahwiaa,Private,6.758319999999999,-1.56736
Ashanti,Kwabre,Adanwomase Eye Awurade Maternity Home,Clinic,Adanwomase,Private,6.791530000000001,-1.4955
Ashanti,Adansi South,Wamase Health Centre,Health Centre,Wamase,Government,,
Ashanti,Adansi South,Wuriyie Clinic,Clinic,Wuriyie,Private,,
Ashanti,Ahafo-Ano South,Biemso Health Centre,Health Centre,Biemso,Government,,
Ashanti,Ahafo-Ano South,Wioso Health Centre,Health Centre,Wioso,Government,,
Ashanti,Ahafo-Ano South,Anitemfe Health Centre,Health Centre,Anitemfe,Government,,
Ashanti,Ahafo-Ano South,Asuadei Eno Mary Maternity Home,Clinic,Asuadei,Private,,
Ashanti,Sekyere East,Asokore Ahmadyya Muslem Hospital,Hospital,Asokore,Islamic,,
Ashanti,Amansie Central,Tweapease Clinic,Clinic,Tweapease,Government,,
Ashanti,Amansie Central,Fenaso Chps,Clinic,Fenaso,Government,,
Ashanti,Bosome Freho,Dunkura  Health  Centre,Health Centre,Dunkura,Government,,
Ashanti,Bosome Freho,Yapesa St.Mary Clinic,Clinic,Yapesa,CHAG,,
Ashanti,Obuasi Municipal,Obuasi Municipal Health Directorate,Municipal Health Directorate,Obuasi,Government,,
Ashanti,Amansie West,Esaase Bontefufuo Mother Of God Clinic ,Clinic,Esaase Bontefufuo,Private,,
Ashanti,Amansie West,Manso Nkran Amansie Resources Clinic,Clinic,Manso  Nkran,Quasi-Government,,
Ashanti,Amansie West,Aborso Clinic,Clinic,Aborso ,Private,,
Ashanti,Amansie West,Watreso Methodist Shalom Clinic,Clinic,Watreso,CHAG,,
Ashanti,Amansie West,Ankam Community Clinic ,Clinic,Ankam,Government,,
Ashanti,Amansie West,Mpraniase Chps,CHPS,Mpraniase,Government,,
Ashanti,Amansie West,Manso Nkran Chps,CHPS,Manso Nranso,Government,,
Ashanti,Amansie West,Aboaboso Chps ,CHPS,Aboaboso,Government,,
Ashanti,Amansie West,Akyekyerekrom Chps,CHPS,Akyekyerekrom,Government,,
Ashanti,Asante-Akim North Municipal,Konongo Adom Hospital,Hospital,Konongo,Private,,
Ashanti,Asante-Akim North Municipal,Konongo Patience Clinic,Clinic,Konongo,Private,,
Ashanti,Offinso North,Nyamebekyere Cliinic,Clinic,Offinso,Private,,
Ashanti,Atwima-Kwanwoma,Bebu Emmanuel Methodist Clinic,Clinic,Bebu,CHAG,,
Ashanti,Atwima-Kwanwoma,Brofoyedru Eye Adom Maternity Clinic,Clinic,Brofoyedru,Private,,
Ashanti,Atwima-Kwanwoma,Nweneso Iii Health Centre,Health Centre,Nwiniso Iii,Government,,
Ashanti,Kumasi Metropolitan,4 Medical Research Station,Clinic,Barracks-Bantama,Quasi-Government,6.80813,-1.5393299999999999
Ashanti,Kumasi Metropolitan,Abrafi Memorial Hospital,Hospital,Dichemso,Private,6.81527,-1.59589
Ashanti,Kumasi Metropolitan,Abu Clinic,Clinic,Ahenbronum-Tafo,Private,9.77791,-1.64411
Ashanti,Kumasi Metropolitan,Academy Clinic,Clinic,Asokore Mampong,Private,6.78837,-1.56135
Ashanti,Kumasi Metropolitan,Adabie Hospital,Hospital,Atonsu,Private,6.754860000000001,-1.52744
Ashanti,Kumasi Metropolitan,Adeb-Sab Maternity Home and Clinic,Maternity Home,Magazine,Private,6.82287,-1.52227
Ashanti,Kumasi Metropolitan,Aded-Sab Maternity Home,Maternity Home,Maakro,Private,6.84002,-1.55372
Ashanti,Kumasi Metropolitan,Adom Nyame Clinic,Clinic,Sepe Timpon,Private,6.816139999999999,-1.47675
Ashanti,Kumasi Metropolitan,Adum Clinic,Clinic,Adum,Private,6.81047,-1.6386599999999998
Ashanti,Kumasi Metropolitan,AG Timbers Clinic,Clinic,Kaase,Quasi-Government,6.78875,-1.5610899999999999
Ashanti,Kumasi Metropolitan,Agyeman Memorial Clinic,Clinic,Adum,Private,6.81462,-1.64877
Ashanti,Kumasi Metropolitan,Agyenkwa N'adom Clinic,Clinic,Buokrom,Private,6.79962,-1.64543
Ashanti,Kumasi Metropolitan,Agyenkwa Nyame Clinic,Clinic,Tanoso,Private,6.785069999999999,-1.56655
Ashanti,Kumasi Metropolitan,Ahmadiya Hospital,Hospital,Sepe Timpon,Private,6.74246,-1.55877
Ashanti,Kumasi Metropolitan,Ahmadiya Muslim Clinic,Clinic,Boadi,Private,6.83295,-1.47695
Ashanti,Kumasi Metropolitan,Akyaa Memoria Hospital,Clinic,Makro,Private,6.790889999999999,-1.56091
Ashanti,Kumasi Metropolitan,Alpha Maternity Home,Maternity Home,Sokoban,Private,6.84819,-1.54934
Ashanti,Kumasi Metropolitan,Amamata Memorial Maternity Home,Maternity Home,Sawaba,Private,6.84775,-1.56165
Ashanti,Kumasi Metropolitan,Amanfrom Clinic and Laboratory,Clinic,North Zong-Manhyia,Private,6.7747399999999995,-1.63906
Ashanti,Kumasi Metropolitan,Amoah Memorial Hospital,Hospital,Pankrono,Private,6.77928,-1.49126
Ashanti,Kumasi Metropolitan,Ampabame Clinic,Clinic,Ampabame,Private,6.76359,-1.61093
Ashanti,Kumasi Metropolitan,Ampomaa Memorial Maternity Home,Maternity Home,Anwomaso-High Tension,Private,6.797510000000001,-1.50148
Ashanti,Kumasi Metropolitan,Animah Clinic,Clinic,S-line Atonsu,Private,6.65068,-1.5975700000000002
Ashanti,Kumasi Metropolitan,Animwaa Medical Centre,Hospital,Amena,Private,6.66518,-1.53521
Ashanti,Kumasi Metropolitan,Anwiam Clinic,Clinic,Afful Nkwanta,Private,6.69071,-1.60138
Ashanti,Kumasi Metropolitan,Anwomaso Health Centre,Health Centre,Anwomase,Government,6.69163,-1.52678
Ashanti,Kumasi Metropolitan,Apatrapa Health Centre,Health Centre,Apatrapa,Government,6.707110000000001,-1.6830200000000002
Ashanti,Kumasi Metropolitan,Asihene's Clinic,Clinic,Krofrom,Private,6.7122399999999995,-1.61212
Ashanti,Kumasi Metropolitan,Assalam Clinic,Clinic,Akrome,Private,6.6977899999999995,-1.59361
Ashanti,Kumasi Metropolitan,Asuoyeboa Clinic,Clinic,Asuoyeboa,Private,6.69233,-1.66871
Ashanti,Kumasi Metropolitan,Atasemanso Hospital,Hospital,Atasemanso,Private,6.65207,-1.6331799999999999
Ashanti,Kumasi Metropolitan,Atsyor Hospital Complex,Hospital,Ataafoa-Pankrono,Private,6.74975,-1.61764
Ashanti,Kumasi Metropolitan,Atwima Timbers Clinic,Clinic,Asokwa,Quasi-Government,6.6691199999999995,-1.61025
Ashanti,Kumasi Metropolitan,Ayeduasi Health Centre,Health Centre,Ayigya,Government,6.68665,-1.57294
Ashanti,Kumasi Metropolitan,Ayiwa Maternity Home,Maternity Home,New Suame,Private,6.715660000000001,-1.6337700000000002
Ashanti,Kumasi Metropolitan,Baby Pearl Maternity Home/Clinic,Maternity Home,Buokrom,Private,6.73838,-1.58911
Ashanti,Kumasi Metropolitan,Bantama Clinic,Clinic,Bantama,Private,6.70515,-1.63551
Ashanti,Kumasi Metropolitan,Bibiani Logging and Lumber Company Clin,Clinic,Kaase,Quasi-Government,6.66372,-1.60467
Ashanti,Kumasi Metropolitan,Bilsons Allens Clinic,Clinic,Ahinsan,Private,6.67088,-1.58879
Ashanti,Kumasi Metropolitan,Bimpeh Hill Clinic,Clinic,New Amakom,Private,6.6816699999999996,-1.5992600000000001
Ashanti,Kumasi Metropolitan,Bimpeh Hill Hospital Annex,Clinic,Ashanti New Town,Private,6.708819999999999,-1.61911
Ashanti,Kumasi Metropolitan,Boatemaa Maternity Home,Maternity Home,Asokore Mampong,Private,6.713710000000001,-1.56683
Ashanti,Kumasi Metropolitan,Boatemaa Memorial Hospital,Hospital,Asawase,Private,6.706339999999999,-1.60494
Ashanti,Kumasi Metropolitan,Bomso Specialist Hospital,Hospital,Bomso,Private,6.6845300000000005,-1.5788799999999998
Ashanti,Kumasi Metropolitan,Brainok Salvation Clinic,Clinic,Ash Town,Private,6.704789999999999,-1.62295
Ashanti,Kumasi Metropolitan,Bremang Clinic,Clinic,Bremang,Private,6.74166,-1.6308799999999999
Ashanti,Kumasi Metropolitan,Central Male  Prisons Clinic,Clinic,Adum,Quasi-Government,6.6936100000000005,-1.62411
Ashanti,Kumasi Metropolitan,Central Maternity Home,Maternity Home,Pankrono,Private,6.749439999999999,-1.60418
Ashanti,Kumasi Metropolitan,Central Maternity Home - ANNEX,Maternity Home,Tafo Zongo,Private,6.73331,-1.63381
Ashanti,Kumasi Metropolitan,Charity Hospital,Hospital,Kropo,Private,6.71818,-1.64221
Ashanti,Kumasi Metropolitan,Christ the King Clinic,Clinic,Ahinsan,Private,6.66257,-1.60041
Ashanti,Kumasi Metropolitan,Church of Christ Mission,Clinic,Bomso,CHAG,6.68583,-1.57932
Ashanti,Kumasi Metropolitan,City Hospital,Hospital,Stadium,Private,6.680160000000001,-1.60371
Ashanti,Kumasi Metropolitan,Clinic Ash Town Ltd.,Clinic,Ash Town,Private,6.70518,-1.61943
Ashanti,Kumasi Metropolitan,Coca Cola Bottling Clinic,Clinic,Ahinsan,Quasi-Government,6.66511,-1.60299
Ashanti,Kumasi Metropolitan,Cocoa Clinic,Clinic,Cocobod-Adum,Quasi-Government,6.683680000000001,-1.61667
Ashanti,Kumasi Metropolitan,Comfort Maternity Home,Maternity Home,Oduom,Private,6.69561,-1.5419399999999999
Ashanti,Kumasi Metropolitan,Complementary Clinic,Clinic,Gyinase,Private,6.66235,-1.57597
Ashanti,Kumasi Metropolitan,Cosmos Clinic,Clinic,Bremang - Azar Junction,Private,6.730389999999999,-1.6273600000000001
Ashanti,Kumasi Metropolitan,County Hospital,Hospital,Abrepo,Private,6.72651,-1.6579599999999999
Ashanti,Kumasi Metropolitan,CPC Maternity and Clinic,Clinic,Amanfrom,Private,6.7554300000000005,-1.68412
Ashanti,Kumasi Metropolitan,Dr. Brown Clinic,Clinic,Mile 3 Old Tafo,Private,6.72655,-1.61519
Ashanti,Kumasi Metropolitan,Dr. Okyere Piese Clinic,Clinic,Dichemso,Private,6.71091,-1.60751
Ashanti,Kumasi Metropolitan,Dr. Osei Clinic,Clinic,Akrome,Private,6.699389999999999,-1.59017
Ashanti,Kumasi Metropolitan,Dr. Quaye Clinic,Clinic,Asuogya,Private,6.71272,-1.64283
Ashanti,Kumasi Metropolitan,Dunkirk Clinic,Clinic,Bompata,Private,6.69216,-1.61853
Ashanti,Kumasi Metropolitan,Ebenezer Clinic,Clinic,Anloga,Private,6.67824,-1.5923399999999999
Ashanti,Kumasi Metropolitan,Ebenezer Maternity Home,Maternity Home,Abrepo Junction,Private,6.70995,-1.63812
Ashanti,Kumasi Metropolitan,Eliza Maternity Home,Maternity Home,Akwatialine,Private,6.69491,-1.60748
Ashanti,Kumasi Metropolitan,Emahata Clinic,Clinic,Kwadaso,Private,6.69256,-1.6581299999999999
Ashanti,Kumasi Metropolitan,Enec Dental Clinic,Clinic,Ash Town,Private,6.70338,-1.61768
Ashanti,Kumasi Metropolitan,Faith Clinic,Clinic,Adum,Private,6.69499,-1.62411
Ashanti,Kumasi Metropolitan,Faith Maternity Home,Maternity Home,Krofrom,Private,6.71477,-1.61574
Ashanti,Kumasi Metropolitan,Florence Maternity Home,Maternity Home,Anloga,Private,6.680610000000001,-1.59284
Ashanti,Kumasi Metropolitan,Gansmen's Medical Centre,Clinic,Bremang North,Private,6.7401100000000005,-1.6254899999999999
Ashanti,Kumasi Metropolitan,Ghana Brewery Clinic,Clinic,Ahinsan,Quasi-Government,6.66385,-1.60114
Ashanti,Kumasi Metropolitan,Ghana Guiness Breweries Group Clinic,Clinic,Ahinsan,Quasi-Government,6.65085,-1.6075700000000002
Ashanti,Kumasi Metropolitan,Girbrines Health Services and Clinic,Clinic,Akwatialine Zongo,Private,6.69477,-1.61418
Ashanti,Kumasi Metropolitan,Gloria Memorial Hospital,Hospital,Akwatialine,Private,6.69488,-1.60754
Ashanti,Kumasi Metropolitan,God First Clinic,Clinic,Zone 3 Suame,Private,6.71966,-1.62895
Ashanti,Kumasi Metropolitan,God's Glory Maternity Clinic,Maternity Home,Kronum,Private,6.75109,-1.63885
Ashanti,Kumasi Metropolitan,Graceland Clinic,Clinic,Bremang,Private,6.74229,-1.6359299999999999
Ashanti,Kumasi Metropolitan,Habitat Sawmill Clinic,Clinic,Kaase,Quasi-Government,6.638719999999999,-1.60925
Ashanti,Kumasi Metropolitan,Happy Day Maternity Home,Maternity Home,Kronum,Private,6.75545,-1.6443900000000002
Ashanti,Kumasi Metropolitan,Hebrona Hospital,Hospital,Abrepo Junction,Private,6.711069999999999,-1.6341700000000001
