Store Number,Store Name,Address,City,Longitude,Latitude
76708-101561,Target Woodland Hills/TopangaT-2143,6700 Topanga Canyon Blvd Canoga Park CA,Canoga Park,-118.6,34.19
639-356,Westfield Topanga - Level 1,"6600 Topanga Canyon Blvd., 49F Canoga Park CA",Canoga Park,-118.6,34.19
5498-1420,Soledad Canyon & Whites Canyon,"19439 Soledad Canyon Road, Capitola Mall Canyon Country CA",Canyon Country,-118.47,34.42
9412-96218,Capitola Mall,1855 41st Avenue- Space F01 Capitola CA,Capitola,-121.97,36.98
667-369,41st & Clares Capitola,"1955 41st Avenue, Space A-1 Capitola CA",Capitola,-121.97,36.98
17377-171704,Target Capitola T-2795.,1825 41st Ave Capitola CA,Capitola,-121.97,36.97
5737-5556,San Elijo & Birmingham-Cardiff,"2081 San Elijo Avenue, #A Cardiff CA",Cardiff,-117.28,33.02
5767-5566,El Camino Real & La Costa,"7680 El Camino Real, #101 Carlsbad CA",Carlsbad,-117.27,33.09
24844-237472,Vons - Carlsbad,3439 Via Montebello Carlsbad CA,Carlsbad,-117.24,33.08
10851-102216,"Palomar Airport  & Loker, Carlsbad","2708 Loker Avenue West, 100 Carlsbad CA",Carlsbad,-117.26,33.13
74554-60800,Vons - Carlsbad #2142,2560 El Camino Real Carlsbad CA,Carlsbad,-117.32,33.18
5454-821,Carlsbad Company Stores,"5620 Paseo Del Norte, Suite #124 Carlsbad CA",Carlsbad,-117.32,33.13
22595-222546,La Costa & Rancho Santa Fe,"7615 Via Champanile #120, G Carlsbad CA",Carlsbad,-117.23,33.08
18488-179567,Ralphs Carlsbad #175,7140 Ave Encinas Carlsbad CA,Carlsbad,-117.31,33.1
74508-25654,Vons-Carlsbad #2065,6951 El Camino Real Carlsbad CA,Carlsbad,-117.27,33.1
5363-1061,Village Faire - Carlsbad,2924 Carlsbad Blvd. Carlsbad CA,Carlsbad,-117.35,33.16
21739-212544,Palomar Airport Rd & Armada,"965 Palomar Airport Road, 106 Carlsbad CA",Carlsbad,-117.31,33.12
10180-98283,Avenida Encinas & Poinsettia,"7130 Avenida Encinas, #102 Carlsbad CA",Carlsbad,-117.31,33.1
79520-102918,Safeway - Carmel #2669,Crmel Center & Rio Road Carmel CA,Carmel,-121.91,36.54
16626-160726,Hwy 1 & Rio Rd,3650 Rio Road Carmel CA,Carmel,-121.91,36.54
9742-72760,Madison & Manzanita - Carmichael,5149 Manzanita Ave Carmichael CA,Carmichael,-121.33,38.66
5550-1212,Manzanita & Fair Oaks - Carmichael,"4005 Manzanita Avenue, Suite 11 Carmichael CA",Carmichael,-121.33,38.64
10187-99631,Landis & Fair Oaks,6908 Fair Oaks Blvd. Carmichael CA,Carmichael,-121.33,38.63
5621-1837,Carpinteria & Casitas Pass Rd.,5436 Carpinteria Rd. Carpinteria CA,Carpinteria,-119.51,34.39
73524-23311,Albertsons-Carson #6159,200 E Sepulveda Carson CA,Carson,-118.27,33.81
9788-97840,"Del Amo & Avalon, Carson",20240 Avalon Blvd. Carson CA,Carson,-118.26,33.85
76636-111374,Target Carson T-2328,651 W Sepulveda Blvd Carson CA,Carson,-118.29,33.81
5928-20999,"Avalon & Dominguez, Carson","20810 Avalon Boulevard, #A, Carson Depot Shopping Center Carson CA",Carson,-118.26,33.84
6460-39339,"Sepulveda & Main, Carson","208 Sepulveda Blvd., Carson Town Center Carson CA",Carson,-118.27,33.81
6705-75941,"Torrance & I-110, Carson",20806 Figeroa Street Carson CA,Carson,-118.29,33.84
76468-95631,Target Carson T-2026,20700 S Avalon Blvd Carson CA,Carson,-118.26,33.84
9411-96116,"Avalon & 91 Fwy, Carson","335 East Albertoni Street, 100 Carson CA",Carson,-118.27,33.87
20139-197084,Hasley Canyon & Commerce Center,"28050 Hasley Canyon Road, The Vine at Castaic Castaic CA",Castaic,-118.62,34.45
10852-101663,Castaic Rd & Lake Hughes,31777 Castaic Road Castaic CA,Castaic,-118.62,34.5
6855-85348,Castro Valley & Lake Chabot,2720 Castro Valley Blvd Castro Valley CA,Castro Valley,-122.09,37.69
74281-125604,Safeway - Castro Valley #768,20629 Redwood Rd. Castro Valley CA,Castro Valley,-122.07,37.7
5273-846,20663 Rustic Drive,20663 Rustic Drive Castro Valley CA,Castro Valley,-122.08,37.7
6601-66940,Grove & Center,22095 Center Street Castro Valley CA,Castro Valley,-122.06,37.69
11829-105648,Vista Chino & Landau,"67870 Vista Chino, #101 Cathedral City CA",Cathedral City,-116.48,33.85
5595-1913,Date Palm Centre - Cathedral City,"69040 Ramon Road, Ste. A, Canyon Plaza North Shopping Center Cathedral City CA",Cathedral City,-116.46,33.82
5925-40679,Hwy 111 & Canyon Plaza,"67760 E. Palm Canyon Dr., #4, Century Plaza Twin Towers Cathedral City CA",Cathedral City,-116.48,33.79
9228-9080,Century Park East & Olympic,"2049 Century Park East, Watt Plaza Towers Century City CA",Century City,-118.41,34.06
9232-9081,Century Park East & Constellation,1875 Century Park East Century City CA,Century City,-118.41,34.06
9233-9082,Avenue of Stars & Constellation,1999 Avenue of the Stars Century City CA,Century City,-118.42,34.06
9473-96826,Hatch & Mitchell - Ceres,"1507 Mitchell Road, 102 Ceres CA",Ceres,-120.94,37.61
6969-87653,Herndon & Hatch - Modesto,1427 Herndon Avenue Ceres CA,Ceres,-120.97,37.61
24585-235445,Target Cerritos T-289,20200 Bloomfield Ave Cerritos CA,Cerritos,-118.06,33.85
28312-249954,Teavana - Los Cerritos Center,"422 Los Cerritos Center, #E02 Cerritos CA",Cerritos,-118.09,33.86
29347-214906,Los Cerritos Center,429 Los Cerritos Center Cerritos CA,Cerritos,-118.09,33.86
5955-37559,"Gridley & South, Cerritos",11401 East South Street Cerritos CA,Cerritos,-118.09,33.86
8708-94683,"Del Amo & Pioneer, Cerritos",20226 Pioneer Blvd Cerritos CA,Cerritos,-118.08,33.85
8163-154016,Target Cerritos West T-1305,11525 South St Cerritos CA,Cerritos,-118.09,33.86
578-300,Town Center Dr & Bloomfield,"12751 Towne Center Drive, Suite N-3 Cerritos CA",Cerritos,-118.06,33.87
74621-93750,Vons-Chatsworth #1671,"20440 Devonshire St, Topanga-Lassen Plaza Chatsworth CA",Chatsworth,-118.58,34.26
5318-332,Topanga Canyon & Lassen,9935 Topanga Canyon Boulevard Chatsworth CA,Chatsworth,-118.61,34.25
5341-1057,Devonshire & Mason,"20516 Devonshire Street, Suite B, De Soto Square Shopping Center Chatsworth CA",Chatsworth,-118.58,34.26
16710-161344,DeSoto & Knapp,9157 De Soto Avenue Chatsworth CA,Chatsworth,-118.59,34.24
74289-76581,Safeway-Chico #1651,690 Mangrove Ave Chico CA,Chico,-121.84,39.74
5252-734,Chico - 246 Broadway Street,246 Broadway Chico CA,Chico,-121.84,39.73
10804-100724,Esplanade & 9th - Chico,1910 Esplanade Chico CA,Chico,-121.85,39.75
19843-202664,Skyway & Notre Dame,"2485 Notre Dame Boulevard, 750 Chico CA",Chico,-121.79,39.72
23686-232505,Target Chico T-317,1951 E 20th St Chico CA,Chico,-121.8,39.73
6717-231727,East & Cohasset,851 East Ave Chico CA,Chico,-121.84,39.76
74779-99552,Safeway - Chico #1125,"1366 East Ave, Pheasant Run Plaza Chico CA",Chico,-121.82,39.76
5930-44940,20th & Forest - Chico,"2009 Forest, Suite 40, Spectrum Towne Center Chico CA",Chico,-121.8,39.73
6712-64460,Grand & Pipeline,4013-A Grand Avenue Chino CA,Chino,-117.72,34.0
21142-204586,Euclid & Schaefer,"7055 Schaefer Avenue, A Chino CA",Chino,-117.65,34.0
10101-99066,Mountain & Riverside,12867 Mountain Avenue Chino CA,Chino,-117.67,34.02
5982-46599,Central & Philadelphia,12150 Central Ave Chino CA,Chino,-117.69,34.03
24598-235460,Target Chino T-258,5555 Philadelphia St Chino CA,Chino,-117.68,34.03
76346-92520,Target Chino Hills T-912,"3944 Grand Ave, Central Plaza Shopping Center Chino CA",Chino,-117.72,34.0
6599-39359,Central & Walnut,"12488 Central Avenue, Chino Hills Marketplace Chino CA",Chino,-117.69,34.03
10884-102721,Chino Hills Pkwy & Pipeline,"4200 Chino Hills Parkway, 145 Chino Hills CA",Chino Hills,-117.71,33.98
73361-24087,Albertsons-Chino Hills #6515,3255 Grand Ave Chino Hills CA,Chino Hills,-117.73,34.0
10628-101097,Chino & 71,3210 Chino Ave. Chino Hills CA,Chino Hills,-117.74,34.01
73224-21763,Albertsons-Chino Hills #6592,15970 Los Serranos Ctry Club Dr Chino Hills CA,Chino Hills,-117.7,33.96
13217-105305,Central & Fairfield Ranch Rd.,"15463 Fairfield Ranch Road, A Chino Hills CA",Chino Hills,-117.69,33.97
7977-93612,Robertson & Hwy 99 - Chowchilla,"120 E Robertson Blvd, A, Canyon Plaza Shopping Center Chowchilla CA",Chowchilla,-120.26,37.13
6995-91960,Telegraph Canyon & I-805,519 Telegraph Canyon Road Chula Vista CA,Chula Vista,-117.04,32.63
5885-32284,"Broadway & H St., Chula Vista","595 H Street, A Chula Vista CA",Chula Vista,-117.09,32.63
10806-100545,Proctor Valley & Mt. Miguel,"2326 Proctor Valley Rd, 109 Chula Vista CA",Chula Vista,-116.97,32.66
74591-83730,Vons-Chula Vista #2071,2250 Otay Lake Rd Chula Vista CA,Chula Vista,-116.97,32.65
5253-442,Bonita Point Plaza,"1467 East ""H"" Street, Eastlake Village Marketplace Chula Vista CA",Chula Vista,-117.0,32.64
6816-80070,Eastlake Parkway & Otay Lakes,"2295 Otay Lakes Rd., #116 Chula Vista CA",Chula Vista,-116.97,32.65
16655-169704,Palomar & Industrial,670 Palomar Street Chula Vista CA,Chula Vista,-117.08,32.6
2927-93081,"4th & C, Chula Vista","20 3rd Avenue, #204 Chula Vista CA",Chula Vista,-117.09,32.65
19657-201526,Bonita Road & Plaza Bonita,"3047 Bonita Road, 108 Chula Vista CA",Chula Vista,-117.06,32.65
6740-76601,"Broadway & Oxford, Chula Vista","1208 Broadway, #101, Chula Vista Center Chula Vista CA",Chula Vista,-117.08,32.61
6632-68180,"Chula Vista Center, Chula Vista","555 Broadway, # 147, Medical Center & E. Palomar Chula Vista CA",Chula Vista,-117.09,32.63
6589-63819,"Medical Center & E. Palomar, Chula","605 E. Palomar Street, #B Chula Vista CA",Chula Vista,-117.03,32.61
76900-129846,Target Birdcage Citrus Heights T-11,5837 Sunrise Blvd Citrus Heights CA,Citrus Heights,-121.27,38.67
17833-179166,8027 Greenback Lane Citrus Heights,8027 Greenback Lane Citrus Heights CA,Citrus Heights,-121.27,38.68
5407-1175,Birdcage Walk - Citrus Heights,6121 Sunrise Boulevard Citrus Heights CA,Citrus Heights,-121.27,38.67
11866-94012,Auburn & Sylvan,7082 Auburn Blvd 150 Citrus Heights CA,Citrus Heights,-121.29,38.69
6859-83043,Atlantic & Washington,"5201 E. Washington Blvd, A City of Commerce CA",City of Commerce,-118.17,34.0
6897-81160,"Citadel Outlets, City of Commerce","100 Citadel Drive, Suite 200 City of Commerce CA",City of Commerce,-118.15,34.01
23645-231368,Crossroads & 60 Fwy,"13350 Crossroads Parkway North, Suite A City of Industry CA",City of Industry,-118.01,34.03
10540-193704,Fullerton & Gale,18200 Gale Avenue City of Industry CA,City of Industry,-117.91,33.99
6981-85422,"Indian Hill & I-10, Claremont",810 S. Indian Hill Blvd. Claremont CA,Claremont,-117.72,34.08
5229-444,Claremont - Wells Fargo,203 Yale Avenue Claremont CA,Claremont,-117.72,34.1
74658-94672,Vons-Claremont #2155,"550 E Baseline Rd, College Center Claremont CA",Claremont,-117.71,34.12
6564-65002,"Foothill & Claremont, CLaremont","665 E Foothill Blvd, Unit #B Claremont CA",Claremont,-117.7,34.11
74445-73693,Safeway-Clayton #1195,5431 Clayton Rd Clayton CA,Clayton,-121.95,37.95
8675-93618,Cloverdale & Hwy 101,1198 A S. Cloverdale Blvd. Cloverdale CA,Cloverdale,-123.01,38.78
76469-97140,Target Clovis T-2018,695 W Herndon Ave Clovis CA,Clovis,-119.73,36.84
5460-1523,175 West Shaw - Clovis,"175 W Shaw, Sunrise Pavilions Clovis CA",Clovis,-119.71,36.81
9689-97666,"Temperance & Hwy 168, Clovis","765 N Temperance Avenue, 101, Sierra Vista Mall Clovis CA",Clovis,-119.66,36.84
6602-65520,Sierra Vista Mall - Clovis,"1020 Shaw Ave, # A, Tuscan Plaza Clovis CA",Clovis,-119.7,36.81
2848-91680,"Herndon & Clovis, Clovis","779 Herndon, 103 Clovis CA",Clovis,-119.7,36.84
74735-98875,Vons-Clovis #1756,1650 Herndon Ave Clovis CA,Clovis,-119.69,36.84
6888-84580,"Willow & Nees, Clovis","1057 N. Willow Avenue, 101, Windmill Marketplace Clovis CA",Clovis,-119.73,36.85
5876-29015,Herndon & Fowler - Clovis,"1845 Herndon Avenue, F, Willow Promenade Clovis CA",Clovis,-119.68,36.84
9823-97995,"Herndon & Willow, Clovis","755 West Herndon Avenue, STE 300 Clovis CA",Clovis,-119.73,36.84
6886-85888,"Ashlan & Fowler, Clovis","3170 N. Fowler Avenue, 101 Clovis CA",Clovis,-119.68,36.79
10221-99464,"Avenue 48 & Jackson, Coachella","83073 Avenue 48, C-1 Coachella CA",Coachella,-116.22,33.7
8107-95864,"Polk & Elm, Coalinga",113 W. Polk Street Coalinga CA,Coalinga,-120.36,36.14
6936-88821,Auburn & Oak - Colfax,424 South Auburn Road Colfax CA,Colfax,-120.95,39.1
14424-72951,Junipero Serra & Serramonte Colma,"990 Serramonte Blvd., A Colma CA",Colma,-122.46,37.67
4147-153384,Target Colma T-320,5001 Junipero Serra Blvd Colma CA,Colma,-122.46,37.67
23108-221044,I-10 and 9th Street,202 E. Valley Blvd. Colton CA,Colton,-117.32,34.07
9864-97737,Mt. Vernon & Washington,1181 S. Mount Vernon Ave. Colton CA,Colton,-117.31,34.05
10256-97305,Washington & I-215,1241 East Washington Street Colton CA,Colton,-117.31,34.05
17846-183124,Whittier & Goodrich,906 South Goodrich Commerce CA,Commerce,-118.15,34.02
9582-97226,"Central & The 91 Fwy, Compton","1929 W. Artesia Blvd., A Compton CA",Compton,-118.25,33.87
76829-107981,Target Compton T-2275,1621 S Alameda St Compton CA,Compton,-118.22,33.88
10307-99844,"Rosecrans & Central, Compton","2161 W. Rosecrans Ave, 100 Compton CA",Compton,-118.26,33.9
21740-195884,Alameda & 91,"1759 South Alameda, Suite 101, Sunvalley Mall Compton CA",Compton,-118.22,33.88
6505-55539,Sunvalley Mall - Concord,"1 Sunvalley Mall, D 115 Concord CA",Concord,-122.06,37.97
79589-105474,Safeway - Concord #1192,4309 Clayton Rd Concord CA,Concord,-121.99,37.97
5263-729,2118 Willow Pass Road,"2118 Willow Pass Road, #100A Concord CA",Concord,-122.03,37.98
74676-73684,Safeway-Concord #955,2600 Willow Pass Rd Concord CA,Concord,-122.03,37.98
6907-231169,Treat & Clayton Road,"4290 Clayton Rd, Clayton Station Concord CA",Concord,-121.99,37.96
5474-1321,Clayton Station,"1536A Kirker Pass Road, Dana Plaza Concord CA",Concord,-121.96,37.95
2906-85443,Concord & Landana,4125 Concord Boulevard Concord CA,Concord,-121.99,37.98
6728-72435,Oak Grove & Treat,"790 Oak Grove Road, C-1, Diamond Center Concord CA",Concord,-122.02,37.94
6472-61702,Willow Pass & Market,"1701 Willow Pass Road, Suite C, Holbrook Plaza Concord CA",Concord,-122.04,37.97
6971-86217,Port Chicago & Olivera,"3373 Port Chicago Highway, Suite 3 Concord CA",Concord,-122.03,37.99
8110-95766,Concord & John Glenn,"1170 Concord Ave., Sun Valley Shopping Concord CA",Concord,-122.06,37.98
28242-250110,Teavana - Sun Valley Shopping,"1 Sun Valley Mall, #A-218 Concord CA",Concord,-122.06,37.97
3486-93616,I-5 & Corning - Corning,"908 SR-99W, A Corning CA",Corning,-122.2,39.93
73581-80149,Albertsons-Corona #6727,260 W Foothill Pkwy Corona CA,Corona,-117.57,33.84
74567-79466,Vons-Corona #2381,535 N McKinley St Corona CA,Corona,-117.52,33.89
73223-21731,Albertsons-Corona #6796,1260 E Ontario Ave Corona CA,Corona,-117.54,33.85
8902-93274,Limonite and Hamner,"12700 Limonite Avenue, C-1 Corona CA",Corona,-117.56,33.98
13306-105328,McKinley & Griffin,"344 N. McKinley St., 101, The Shops @ Sycamore Creek Corona CA",Corona,-117.52,33.89
16388-162744,Indian Truck & I-15,"11762 De Palma Road, 1A Corona CA",Corona,-117.45,33.75
19791-199544,Green River Road & SR-91,4718 Green River Road Corona CA,Corona,-117.66,33.88
29837-255025,Target Corona T-1548,2615 Tuscany St Corona CA,Corona,-117.52,33.82
5715-5488,Magnolia & Ontario,"469 Magnolia Ave, #110 Corona CA",Corona,-117.56,33.85
15955-106079,Albertsons - Corona #6641,"7070 Archibald St, Corona Crossing Corona CA",Corona,-117.59,33.96
6978-82123,Ontario & I-15,1575 E. Ontario Ave. Corona CA,Corona,-117.53,33.84
9621-97363,Cajalco & Highway 15,"2690 Tuscany Street, 101 Corona CA",Corona,-117.52,33.82
510-453,Corona Del Mar,2801 East Coast Hwy Corona Del Mar CA,Corona Del Mar,-117.87,33.6
602-311,Coronado,"960 Orange Avenue, Town Center Corte Madera Coronado CA",Coronado,-117.18,32.69
16188-131404,Town Center Corte Madera,209 Corte Madera Town Center Corte Madera CA,Corte Madera,-122.52,37.93
28727-250108,Teavana - Village at Corte Madera,"1618 Redwood Hwy, Ste D027 Corte Madera CA",Corte Madera,-122.51,37.93
74161-24428,Safeway-Corte Madera #2318,137 Corte Madera Town Center Corte Madera CA,Corte Madera,-122.52,37.93
517-461,The Village Corte Madera,1732A Redwood Hwy Corte Madera CA,Corte Madera,-122.51,37.93
16012-155904,Macy's South Coast Plaza #523,"3333 Bristol St, Costa Mesa Square Costa Mesa CA",Costa Mesa,-117.89,33.69
5984-45779,Harbor & Baker,"3030 Harbor Blvd., #J-2 Costa Mesa CA",Costa Mesa,-117.92,33.68
15007-192684,450 E. 17th Street,450 East 17th Street Costa Mesa CA,Costa Mesa,-117.91,33.63
26039-243267,Bear & South Coast Plaza,3333 Bear Street Costa Mesa CA,Costa Mesa,-117.89,33.69
14005-108040,Fairview & Baker,1170 W. Baker Street Costa Mesa CA,Costa Mesa,-117.91,33.68
75367-102972,Orange Coast College,"2701 Fairview Road, South Coast Plaza Costa Mesa CA",Costa Mesa,-117.91,33.67
6751-27533,South Coast Plaza 2nd Floor,"3333 Bristol Street, #2066 Costa Mesa CA",Costa Mesa,-117.89,33.69
15820-142347,Target Costa Mesa T-1293,3030 Harbor Blvd Ste A Costa Mesa CA,Costa Mesa,-117.92,33.68
19157-198886,Ralph's - Costa Mesa #33,380 E 17th St. Costa Mesa CA,Costa Mesa,-117.91,33.63
22637-222604,Bristol & Red Hill,250 Bristol Street Costa Mesa CA,Costa Mesa,-117.88,33.67
5302-446,Metro Pointe,"901 South Coast Drive, South Coast Plaza Costa Mesa CA",Costa Mesa,-117.89,33.69
28361-249859,Teavana - South Coast Plaza,"3333 Bristol St., #2009, Harbor Center Costa Mesa CA",Costa Mesa,-117.89,33.69
5783-17134,Harbor & Wilson,"2300 Harbor Blvd., N-1 Costa Mesa CA",Costa Mesa,-117.92,33.66
11093-104235,Newport & Del Mar,"2590 Newport Blvd, Suite ""A"" Costa Mesa CA",Costa Mesa,-117.9,33.66
14003-108021,17th & Westminster,"250 E. 17th Street, Suite A Costa Mesa CA",Costa Mesa,-117.92,33.63
5539-722,Harbor & Adams,"2701 Harbor Blvd, Ste D1 Costa Mesa CA",Costa Mesa,-117.92,33.67
5343-983,17th & Newport Blvd.,"1696 Newport Blvd., Suite 'A', South Coast Metro Center Costa Mesa CA",Costa Mesa,-117.92,33.64
6466-56439,Anton & Sakioka,"545 Anton Blvd, Suite 101 Costa Mesa CA",Costa Mesa,-117.88,33.69
10339-97406,E Cotati & Lasalle,"640 E. Cotati Avenue, E Cotati CA",Cotati,-122.7,38.33
23741-228807,Azusa and Badillo,127 North Azusa Avenue Covina CA,Covina,-117.91,34.09
5583-231345,Citrus & Rowland,611 South Citrus Ave Covina CA,Covina,-117.89,34.08
9685-97224,"Citrus & College, Covina",145 N. Citrus Avenue Covina CA,Covina,-117.89,34.09
8747-94755,"N. Grand Ave & Badillo St, Covina.",966 E. Badillo Street Covina CA,Covina,-117.87,34.09
25057-238336,Citrus & Arrow,108 East Arrow Highway Covina CA,Covina,-117.89,34.11
13637-95960,Cooper & Hwy 101,450 Hwy 101 N Crescent City CA,Crescent City,-124.2,41.76
5095-146865,Target Culver City South T-2632,"6000 Sepulveda Blvd, Ste 2250 Culver City CA",Culver City,-118.4,33.99
29701-179005,Slauson & Sepulveda,6150 Slauson Avenue Culver City CA,Culver City,-118.39,33.99
76328-97203,Target Culver City T-198,10820 Jefferson Blvd Culver City CA,Culver City,-118.39,34.0
74574-79834,Vons-Culver City #2212,11030 Jefferson Blvd Culver City CA,Culver City,-118.39,34.0
17404-175104,Sepulveda & Washington,4114 Sepulveda Blvd Culver City CA,Culver City,-118.41,34.01
5771-15093,Washington & Culver,9718 Washington Blvd. Culver City CA,Culver City,-118.4,34.02
10885-101906,Homestead & Foothill,22390 Homestead Road Cupertino CA,Cupertino,-122.07,37.34
47691-253007,Target Express Cupertino,Mainstreet & Stevens Creek Blvd Cupertino CA,Cupertino,-122.01,37.32
5662-7087,Homestead & Wolfe - Cupertino,11111 N Wolfe Rd Cupertino CA,Cupertino,-122.01,37.34
5217-387,Stevens Creek & DeAnza,20520A Stevens Creek Blvd Cupertino CA,Cupertino,-122.03,37.32
20109-184524,Safeway-Cupertino #3251,"20620 Homestead Rd, Homestead Square Cupertino CA",Cupertino,-122.03,37.34
631-238017,Homestead & DeAnza,20676 West Homestead Road Cupertino CA,Cupertino,-122.04,37.34
17919-183044,Bay Club Silicon Valley - Lobby,10101 N Wolfe Rd Cupertino CA,Cupertino,-122.02,37.32
76530-99360,Target Cupertino T-323,"20745 Stevens Creek Blvd, Meridian Plaza Cupertino CA",Cupertino,-122.04,37.32
5817-5525,Katella & Meridian,"10953 Meridian Drive, A Cypress CA",Cypress,-118.01,33.8
21423-211904,Target Cypress T-229,"6835 Katella Ave, Cypress East Shopping Center Cypress CA",Cypress,-118.01,33.8
10131-99101,Valley View & Ball,"10031 Valley View Street, 1K Cypress CA",Cypress,-118.03,33.82
19834-195005,Ralph's - Cypress #233,4033 Ball Rd Cypress CA,Cypress,-118.06,33.82
27567-237381,Target Daly City Serramonte T-1407,"133 Serramonte Center, Westlake Shopping Center Daly City CA",Daly City,-122.47,37.67
5408-100759,John Daly & Westlake Center,"332 Westlake Center, 332 Daly City CA",Daly City,-122.48,37.7
5374-1239,Gellert & Serramonte - Daly City,321 Gellert Blvd Daly City CA,Daly City,-122.47,37.67
74958-102357,Safeway - Daly City #3031,"601 Westlake Center, Serramonte Center Daly City CA",Daly City,-122.48,37.7
5986-49839,Serramonte Center - Daly City,49 Serramonte Center Daly City CA,Daly City,-122.47,37.67
5533-1639,Mission St & Gambetta,6873 Mission Street Daly City CA,Daly City,-122.46,37.7
21924-215008,Ralph's - Dana Point #739,32555 Golden Lantern Dana Point CA,Dana Point,-117.7,33.49
14006-108031,PCH & Granada,34122 South Pacific Coast Highway Dana Point CA,Dana Point,-117.7,33.47
